TARGET_deathRate,incidenceRate,medIncome,povertyPercent,MedianAge,MedianAgeMale,MedianAgeFemale,Geography,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctHS18_24,PctSomeCol18_24,PctBachDeg18_24,PctPrivateCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctWhite,PctBlack,PctAsian,PctOtherRace,PctMarriedHouseholds
162.8,442.5,49819,15.7,36.9,35.5,39.1,"Walla Walla County, Washington",2.5,46.5,13.7,29.2,NA,5.6,65.7,38,18.8,86.23882396,1.649198004,1.617386063,5.63573653,49.3270649
163.3,490.9,53733,15.7,36.5,35.6,37.5,"Whatcom County, Washington",2.53,47.5,9.4,22.1,NA,7.7,68.7,31.9,17.4,85.4703042,0.880733945,3.925156929,2.425881217,48.06875024
140.8,390.5,41837,28.4,24.2,24.4,23.9,"Whitman County, Washington",2.31,36.1,1.2,16.4,NA,10.3,78.3,22.9,11.9,83.58260051,2.154609838,7.614951751,1.61542247,40.55405483
169.4,411,44342,20.5,32.5,31.6,33.6,"Yakima County, Washington",3.05,48.6,28.7,39.3,NA,3,54.6,35.7,22.4,78.02051672,0.842737502,1.089697989,12.95026838,50.66898414
189.7,445.2,35615,21.5,41.5,40.9,42.1,"Barbour County, West Virginia",2.68,52,9.8,36.1,45.8,8.3,55.6,44.8,26.4,96.84418146,0.836770068,0.37654653,0.029884645,55.28885946
206.1,463.1,56737,13.2,38.4,38,38.6,"Berkeley County, West Virginia",0.0263,51.8,17,40.8,32.2,10,70,33.1,17.3,87.80122144,7.333247489,1.052205585,0.905963725,51.52350516
236.7,501.8,37625,22.1,41.9,41.2,43.2,"Boone County, West Virginia",2.5,55.2,21.3,42.9,NA,5.2,60.2,46.3,25.4,98.3125,0.675,0.091666667,0.129166667,53.06378967
196.3,396.6,33817,22.2,44.5,43.7,45.3,"Braxton County, West Virginia",2.51,52.4,32.6,46.2,NA,3.4,56.1,43.4,25.4,97.91234619,0.497718789,0,0,53.27269485
186.2,481.6,43572,15.1,45.9,44.1,48,"Brooke County, West Virginia",2.26,50.3,11.1,30.6,NA,3.8,68.3,39.7,19.4,96.81808578,1.745193323,0.515529263,0.063384745,47.58723829
194,483.4,34887,21.9,38.5,36.9,39.9,"Cabell County, West Virginia",2.32,43,9.7,28.2,NA,11.5,63.3,39,21.7,91.06936297,4.818020326,1.189787656,0.228249194,40.76501639
226.5,459.9,32162,21.8,47,47.6,46.5,"Calhoun County, West Virginia",2.44,55.7,11.6,31.4,NA,0,52.4,46,25.2,98.25327511,0.09262935,0.052931057,0.026465529,53.33333333
185.6,234,41838,17.4,43.7,41.8,45.5,"Doddridge County, West Virginia",2.85,45.8,26.2,61.7,10.1,1.9,55.2,45.2,25.4,96.67113767,1.085233508,0.085355444,0,53.92670157
209.9,463.1,32705,28.9,38.4,37.4,41.2,"Gilmer County, West Virginia",2.4,43.2,7.8,29.4,NA,3.9,61.3,39,18.8,81.55946321,10.89773253,0.323924109,1.353540028,52.58746356
128,356.3,41039,17,45.6,45.5,45.7,"Grant County, West Virginia",0.028,50.5,16.3,41.5,33.8,8.4,65.1,42.4,21.2,97.37621667,1.379602201,0,0.110029623,55.4011976
195.1,494.9,36996,21.1,45.3,44.6,46.7,"Greenbrier County, West Virginia",2.28,52.2,22.4,36.6,27.8,13.3,61.9,43,22.1,94.14288118,2.299108395,0.38692312,0.42617619,47.48027903
212.1,475.1,35980,21.2,44.6,44,45.1,"Hampshire County, West Virginia",2.25,38.7,21.5,47.4,NA,5.3,50.5,44.7,31.1,97.15827033,1.422988701,0.03398182,0.097697732,33.68648224
184.1,495,48178,12.9,45.6,44.1,47.9,"Hancock County, West Virginia",2.32,51.8,20,23.8,NA,14.8,69.5,37.6,17.1,95.71537366,2.238336479,0.248336148,0,48.44113541
153,374.9,41010,15.3,44.5,44.2,45,"Hardy County, West Virginia",2.69,50.1,24.9,54.2,NA,3.9,65.8,38.2,19.1,94.69001148,4.355625718,0.46641791,0.215269805,51.41582622
206.7,506.6,42121,13.9,42,40.5,43.5,"Harrison County, West Virginia",2.48,52.4,17.7,38.6,34.2,9.5,64,39.5,21.3,95.67378765,1.820342619,0.526102206,0.155076959,49.69820377
194.2,475.8,41121,16.7,42.6,41.2,44.1,"Jackson County, West Virginia",2.62,54.5,13.7,41.2,35.9,9.2,66.9,40.6,21.3,97.40224228,0.66311184,0.201668034,0.061525841,55.45062062
178.2,423.7,66950,10.2,39.7,39.9,39.3,"Jefferson County, West Virginia",2.65,53.3,14.1,24.5,55.3,6.2,73.3,29.2,14.6,88.24211251,6.96562466,1.622776832,0.56688521,54.09965078
218.4,553,40568,20,43.3,42.2,44.7,"Lewis County, West Virginia",2.48,50.6,15.6,41.8,NA,9.8,56.4,46.8,26.9,97.8094195,0.535475234,0.261652671,0,49.87741342
226.9,513.2,34295,24.4,41.9,41.4,42.8,"Lincoln County, West Virginia",2.69,50.6,16.9,50.7,27.2,5.2,51.7,52.6,31.6,98.32560297,0.477736549,0.269016698,0,52.9271954
240.1,523.9,36437,20.2,42.6,41.5,44.1,"Logan County, West Virginia",2.5,53.1,15,45.9,NA,2.2,56.1,45.5,25.8,96.44574944,2.192393736,0.363534676,0.164988814,52.33924375
234.8,457.1,24707,34.9,44.1,41.5,46.5,"McDowell County, West Virginia",2.39,46,32.3,51.6,NA,3.1,39.7,58.5,37.7,89.35679262,9.157773291,0,0.572060379,44.26650367
188.8,510.9,43729,17.9,41.1,39.7,42.7,"Marion County, West Virginia",2.47,51,11.2,34.4,NA,5.4,67.6,35.7,18.3,93.95492164,3.62211657,0.515935904,0,49.46399182
184.6,456.3,43356,15.2,44.3,42.9,46.5,"Marshall County, West Virginia",2.36,57.7,8.5,45.9,NA,9.2,70.3,37.5,17,97.66625616,0.858990148,0.406403941,0.172413793,55.3172673
210,493.8,35046,20.5,42.3,40.6,43.7,"Mercer County, West Virginia",2.39,50.6,14,37.3,NA,6.1,56.4,48.2,27.1,91.14249245,5.857071303,0.654376242,0.177731819,48.3713803
198.4,456.6,40012,16.1,43.2,42.1,44.4,"Mineral County, West Virginia",2.4,44.2,9.5,48.4,37.3,4.8,58.6,39.4,23.3,94.81534859,3.145379211,0.299045217,0.169338858,42.97381269
240.8,507,29839,28.1,41.7,40.4,42.7,"Mingo County, West Virginia",2.38,55.6,17.2,47.3,NA,0.6,51.6,50.9,31.3,96.08962246,1.415294435,0.408777139,0.327792989,52.14865363
155.9,444.5,43835,22.5,30,28.5,31.3,"Monongalia County, West Virginia",2.56,37.2,3.5,23.8,58.2,14.5,76.5,23.3,12.4,90.57717276,3.597002007,3.150450486,0.353110123,40.42122317
190.7,434.6,36351,19.3,46.6,45.4,48.3,"Monroe County, West Virginia",2.3,56.8,10.6,42,47,0.3,60.5,45.2,23.7,97.65619224,0.695009242,0,0,53.16042597
209.7,425.4,44446,13,46.1,45.8,46.6,"Morgan County, West Virginia",2.36,47.7,13.3,53.1,NA,7.6,63.7,38.4,17.3,97.35622318,0.772532189,0.417739628,0,45.14153511
184.4,500.9,40195,18.4,43.3,41.3,45.1,"Ohio County, West Virginia",2.24,45.2,8.9,26.7,NA,8.1,70.9,36.2,16.8,93.13655843,4.152439444,0.850195935,0.288745789,42.92698827
139.8,381.8,38204,16.7,49.1,47.4,50.3,"Pendleton County, West Virginia",2.35,55.3,25.9,41.3,NA,3.6,59.8,45.3,24.1,95.9605512,2.728992164,0.040529587,0.108078898,54.86268174
176.8,384.8,34341,17.6,48.4,47.9,49,"Pocahontas County, West Virginia",2.24,56.4,10,54.9,27.1,8,60,44.9,23,96.75750259,1.483270093,0,0,53.27803051
169.8,435.3,41420,17.6,42.3,40.4,43.5,"Preston County, West Virginia",2.52,53.3,18,44.6,31.4,5.9,63.5,39.3,21.1,94.16427578,3.972315064,0.156762992,0.328314946,56.80724824
171.5,497.2,59472,10,41,40.4,41.6,"Putnam County, West Virginia",2.6,57.4,7.7,43.6,43,5.8,73.6,31.2,15.8,96.62520319,1.500106015,0.33924659,0.169623295,58.72299258
198.2,469.6,40270,17.7,41.6,40,43.4,"Raleigh County, West Virginia",2.4,51.3,11.9,41.1,NA,8.3,60.6,44.6,24,88.30214159,8.28099321,1.188641025,0.52488757,49.67065294
168.6,405.2,37468,20.8,43.2,41.7,45.1,"Randolph County, West Virginia",2.35,52.2,24.3,35.7,NA,7.6,59.6,43.3,23.4,96.90447812,1.924059254,0.17708156,0.08854078,51.97613076
214.7,502,46383,17.7,45.2,45.1,45.3,"Ritchie County, West Virginia",2.56,49.5,23.1,38,NA,0.3,57.4,46.9,24.3,98.234714,0.473372781,0,0.029585799,49.74632166
204,449.2,33041,23.1,44.2,43.2,45,"Roane County, West Virginia",2.48,53.9,26,45.8,NA,10,51.6,51.8,32.6,97.9365947,0.020497404,0.12981689,0.204974037,52.19686649
170.4,377.1,32456,25.8,46.3,46.9,46,"Summers County, West Virginia",2.22,53.5,20,46.2,NA,8.4,60.2,49.6,24.7,93.04489073,5.06497342,0.147666864,0.191966923,50.44770774
172.2,400.9,40305,16.8,43,41.6,44.5,"Taylor County, West Virginia",2.45,52.3,9.2,44.6,NA,5,63.7,42.6,20.6,97.26100018,0.948341874,0.960122519,0.035341933,52.0647653
168.1,528.4,36466,17.1,47.7,47,48.4,"Tucker County, West Virginia",2.26,60.5,7,50.6,NA,0,68,39.3,17.9,98.16408491,0.229489386,0.602409639,0,56.87707641
199.1,468.3,41019,15.8,46.2,45.6,46.9,"Tyler County, West Virginia",2.48,53.5,19,44.1,NA,6.3,62.3,43,19.8,98.73796081,0.166057788,0,0.022141038,52.40597345
189.5,453.7,38387,19.7,41.8,41.2,42.5,"Upshur County, West Virginia",2.57,51.5,9.1,39.1,NA,6.1,59.7,40.2,23.3,97.41449511,1.099348534,0.236156352,0.052931596,53.55768173
183.8,433.2,37242,20,42.5,41.3,43.5,"Wayne County, West Virginia",2.47,48.9,13.4,43.3,NA,3.2,54.6,45.6,27.1,97.9300706,0.361454493,0.132533314,0.214462999,47.52860823
259.5,511.9,29331,26.1,46.3,45.5,46.6,"Webster County, West Virginia",2.28,54.1,10.4,54.6,32.3,2.8,45.1,53.3,35.4,97.98364512,0.123221687,0.369665061,0,48.72652431
185.8,455.3,38600,20.3,45,45.4,44,"Wirt County, West Virginia",2.4,52.2,21.1,31.6,NA,2.3,61.6,41.4,23.5,97.41482623,0.838897449,0,0.119842493,51.76954733
185.5,488.8,41932,17.2,42.5,41.1,44,"Wood County, West Virginia",2.37,51.1,15.8,36.5,NA,4.2,63,42,22.7,96.18988205,1.059393015,0.607678,0.251851338,47.88351017
235.4,447.8,34419,22.8,42.8,41.5,44.2,"Wyoming County, West Virginia",2.48,55.7,23.3,33.7,NA,3.6,54.6,49.9,28.7,97.72588122,0.782821657,0,0.126825855,54.03848244
206,467.9,42063,17.8,51.4,49.7,53.3,"Adams County, Wisconsin",2.47,50.9,21.5,44.6,NA,3.3,63.9,50.8,22.6,93.18859713,3.051195541,0.391178915,0.718791257,54.12278449
217.5,451.5,41294,14.9,42.2,40.8,42.8,"Ashland County, Wisconsin",2.29,45.9,8.9,31.3,NA,6,62.7,42.5,23.9,84.96217095,0.525229788,0.518977052,0.175076596,42.79547484
168.4,412.1,46375,13.7,43.9,42,45.6,"Barron County, Wisconsin",2.35,55.8,15.6,44.4,NA,3.3,68.4,39.2,19,95.66169067,1.267346671,0.474981395,0.709188811,52.64644351
171.7,369.9,44395,13.6,50.8,50.5,51.1,"Bayfield County, Wisconsin",2.16,58.5,14.2,28.8,NA,4.5,65.9,44.1,21,86.37873754,0.664451827,0.445182724,0.252491694,52.79664691
158.6,479.1,54141,12,36.8,35.7,37.9,"Brown County, Wisconsin",2.46,51.4,16.8,28.7,NA,9,72.5,30,17.2,86.45045286,2.359873899,3.026496072,2.879666453,49.80425278
190.1,399.2,41810,16.5,50.9,50.6,51.4,"Burnett County, Wisconsin",2.08,59,14.7,34.9,NA,6.8,64.2,48.2,23.7,91.5416721,0.482587714,0.410851702,0.254336768,51.08041575
157.9,474.1,68430,5.9,39,38.4,39.8,"Calumet County, Wisconsin",2.66,62,14.6,27.9,NA,11.9,84.1,22.4,10.6,94.67772455,0.779016869,2.411530255,0.696485366,62.98229565
157.6,455.2,45316,16,37.1,36.4,38.4,"Clark County, Wisconsin",2.65,58.2,37.3,35.4,NA,2.7,56.6,34,17.6,97.12034301,0.402688452,0.446144041,0.625760473,57.41970774
176.6,476.1,59020,8.8,42,41.3,42.7,"Columbia County, Wisconsin",2.44,54.9,18.5,39.2,NA,8.1,78.2,29.4,12.9,95.67367993,1.513947038,0.531736358,0.374511986,54.30466505
176.4,466.4,43562,14.7,45.9,44.2,47.1,"Crawford County, Wisconsin",2.38,52.3,8.9,48.5,NA,4.9,67.4,41,20.3,96.23248195,1.789722745,0.370078262,0.145604562,51.27585686
178.9,437.3,54359,9.9,42,40.4,43.7,"Dodge County, Wisconsin",2.51,51.1,15,45.6,NA,6.2,77.7,30.3,13.9,93.82361909,2.096061978,0.603069556,0.927191209,53.53820299
158.7,449.3,49717,11,51.7,50.2,53.2,"Door County, Wisconsin",2.11,62.6,20.8,31,NA,11.1,75.8,39.5,15.5,96.61750388,0.540910894,0.479607659,0.393061916,56.50832819
155.6,396.1,52224,13.9,34.1,33.4,35,"Dunn County, Wisconsin",2.48,47.6,4.5,25.4,NA,5.5,72.4,32.3,16.8,94.42242804,0.597839625,2.096967776,0.23551258,51.38981814
163.4,440.9,48102,14.4,33.8,33,34.7,"Eau Claire County, Wisconsin",2.43,46.4,6.9,26.6,NA,8.3,74.8,29.4,14.6,92.75184882,0.737551959,3.447833256,0.233015077,46.89544532
171.9,308.2,44562,12.8,51.1,50.8,51.3,"Florence County, Wisconsin",2.32,59.9,23.9,15.7,NA,0,68.9,41.8,17.6,98.45844504,0.201072386,0.067024129,0,57.93067227
159.4,477,52149,9.9,41,40.1,41.8,"Fond du Lac County, Wisconsin",2.4,54.8,10.6,33.8,NA,6.2,77.1,30.6,14.4,93.58516484,1.164638933,1.315737834,1.864207221,53.51968638
166.4,490.6,41418,17,45.3,44.4,46.4,"Forest County, Wisconsin",2.33,52.8,18.9,42.2,NA,4.4,59.8,43.9,20.4,82.26229508,0.491803279,0.153005464,0,51.39107612
166.9,428.2,46972,15,36.1,33.2,39.7,"Grant County, Wisconsin",2.44,48.6,8.4,23.8,63,4.7,74.8,30.4,13.9,96.73716716,1.303190973,0.736079551,0.273844899,51.66349565
158.4,420,53328,8.7,42.2,41.3,43.2,"Green County, Wisconsin",2.47,56.7,10.5,40.9,36.1,12.4,78.2,30.2,13.8,97.19792679,0.296944174,0.639779721,0.410322859,55.2736352
152.3,447.2,61802,8.2,458.4,36.3,40.7,"Seward County, Nebraska",2.46,58.1,4.3,22.7,NA,6.2,83.4,24.3,9,96.47605601,0.352982704,0.482409695,1.194258148,60.49149338
169.9,356.1,40351,16,46.1,45.2,47.8,"Sheridan County, Nebraska",2.29,56.5,30.1,26.2,NA,5.4,64.9,38.3,17.8,84.54854552,0.434454099,0.547789951,0.491122025,52.45683931
187.4,400.6,43883,12.1,49.5,47.7,50.5,"Sherman County, Nebraska",2.21,61,11.9,14.8,59.1,14.2,75.6,35.3,14.8,97.90794979,1.223044738,0.193112327,0.418410042,53.95787945
138.2,221.5,55955,9.2,38.8,36.8,41.4,"Stanton County, Nebraska",2.61,62.7,12.4,29.1,NA,5.3,76.1,28,12.4,97.18796251,0.559118566,0.263114619,0.345337938,61.73052088
120.2,432.5,49517,10.7,48.9,47.6,50.9,"Thayer County, Nebraska",2.15,67,21.5,22.7,NA,9.2,74,36.1,16.8,97.10536472,0.057892706,0,0,59.54720205
215,453.6,41344,34,28.6,27.5,30.3,"Thurston County, Nebraska",3.3,40.9,30.2,32.9,NA,3,39.9,39.1,28.4,41.41952203,0.100777426,0.56147423,0.388712928,41.69865643
156.3,350.1,44726,12.3,46,44.2,46.6,"Valley County, Nebraska",2.21,64.2,17.2,34.4,NA,3.1,70.5,38.3,16.9,98.30747532,0.070521862,0,0.023507287,56.87928308
159.2,431.4,69191,7.4,41.2,40.1,42.4,"Washington County, Nebraska",2.48,63.5,13,24.9,NA,11.2,82.4,22.9,8.3,97.27995261,0.676309424,0.098731303,0.306067039,62.95743092
162.7,495.5,40979,12.7,47.5,45.5,49,"Webster County, Nebraska",2.31,57.2,28,31.1,NA,3.5,69.1,38.3,17.7,95.53692183,0.054097917,1.379496889,0.513930214,54.25257732
164.7,389.2,51335,10.6,41.3,38.2,43.6,"York County, Nebraska",2.31,56.5,13.6,25.8,55.3,5.3,77.4,28.9,11.6,95.60940326,0.933092224,0.224231465,0.701627486,55.1213419
211,453.5494221,46840,13.2,38.9,37.1,40.8,"Churchill County, Nevada",2.51,51.6,19.8,39.3,NA,1.4,63,37,17.3,81.84067293,2.370938479,2.667821211,3.645060201,49.69920844
167.7,453.5494221,51241,15.6,36.4,35.9,37,"Clark County, Nevada",2.78,44.6,20.2,35.5,NA,4.9,62.9,27.3,16,63.75048389,10.83685568,9.169756707,10.14589511,43.81306543
145.2,453.5494221,60322,10.3,49.4,48.7,50,"Douglas County, Nevada",2.37,58.9,17.3,38.6,NA,5,70.7,35.8,12.9,89.15127277,0.554391756,1.305571426,3.49986246,56.13529501
143.2,453.5494221,72648,10.8,33.5,32.9,34.1,"Elko County, Nevada",2.87,56.6,19,33.7,42.3,5.1,73,18.5,10,88.13661223,1.289709476,0.927039293,2.561964237,57.82097649
262.1,453.5494221,47180,14,46.5,43,47.5,"Esmeralda County, Nevada",2.35,44.3,1.2,62.7,36.1,0,56.5,37.1,16.5,87.37949167,0,0,7.975460123,40.57971014
178.7,453.5494221,70535,9.8,43.9,44.9,42.6,"Eureka County, Nevada",2.17,64.7,48.1,19.2,32.7,0,76.4,18.6,2.6,95.80587178,0.119832235,0,1.437986818,56.06258149
191.5,453.5494221,67423,10.7,35.3,34.9,35.4,"Humboldt County, Nevada",2.74,51.6,31.9,40.2,NA,4.7,69.4,20.6,11.6,87.06275268,0.451163063,0.31640007,4.371008379,51.35794438
123.8,453.5494221,74347,11,37.2,36.4,37.6,"Lander County, Nevada",2.79,54.3,24.3,51.6,NA,3.3,69.1,24.4,11.3,88.44601413,0.134544231,0.807265388,2.371342079,56.90633869
127.4,453.5494221,45629,15.1,37.4,37.3,38.1,"Lincoln County, Nevada",2.55,56.8,30.1,38.4,30.7,0.8,64.1,31.5,15.5,90.64304967,2.9264536,0.077011937,0.904890258,59.21402018
195.7,453.5494221,48576,13.7,43.2,43.1,43.4,"Lyon County, Nevada",2.63,51.1,30.2,36.7,NA,0.2,61.1,37.5,19.1,85.73668622,0.936949494,1.306696092,5.42617651,51.96681008
254.3,453.5494221,40714,19,48.7,48,49.2,"Mineral County, Nevada",0.0225,41.8,6.1,42.3,51.6,0,58.1,43.2,21.6,66.68856767,1.314060447,4.095488392,4.358300482,34.42211055
213.5,453.5494221,42881,16.8,50.8,50.8,50.8,"Nye County, Nevada",0.0242,54.4,32.3,41.2,NA,3.3,53.1,48.2,25,85.66334311,2.564222874,1.431085044,5.158944282,52.18339358
121.8,453.5494221,52001,18.5,41.3,39.5,44.1,"Pershing County, Nevada",2.29,44.8,38,28.9,NA,0,59.9,34.7,19.1,86.35822672,4.819994049,0.163641773,2.915798869,51.4162266
166,453.5494221,52862,15.4,37.6,36.8,38.4,"Washoe County, Nevada",2.58,47,15.9,28.7,NA,7.8,65.4,28.1,15.6,80.45763518,2.406331677,5.309883017,5.805723428,45.20183955
188.4,453.5494221,57243,13.7,39.4,38.4,40.3,"White Pine County, Nevada",2.71,44.8,23.9,47.1,NA,4.3,67.6,31.9,13.7,86.56506918,4.170844195,0.741929015,0.922398235,53.24756825
193.5,453.5494221,45639,19.3,42.6,41.2,44.4,"Carson City, Nevada",2.43,45.1,17.4,33.7,NA,5.1,61.3,35.6,18.7,82.83653317,0.965456481,2.988142873,7.250100951,42.93785311
182.6,508.6,59831,10,46.1,45.3,46.8,"Belknap County, New Hampshire",2.42,54.2,15.4,37.9,36.2,10.5,69.6,33.9,16.8,96.38901306,0.543055349,1.066242819,0.322853027,53.36016587
168.8,481.8,57556,10.7,50.3,49.3,51,"Carroll County, New Hampshire",2.22,59.4,14.8,44.4,37.5,3.4,70,36.4,13.4,97.39650201,0.359901501,0.599835834,0.027360933,54.68263699
162.8,489.4,56008,11.8,42,41.4,42.5,"Cheshire County, New Hampshire",2.34,48.4,6.1,24.1,60.9,9,75,28.7,12.7,95.68755724,0.730079812,1.17493131,0.392516028,48.86415562
181.6,459.2,42491,14.9,48.1,46.7,49.5,"Coos County, New Hampshire",2.13,51.5,13.2,43.9,NA,7.6,61.8,43.5,22.5,95.54753687,1.735174145,0.429871352,0.335738939,48.23214537
155,435.5,56353,11.6,41.9,40.5,43.1,"Grafton County, New Hampshire",2.35,48.5,6.6,25.6,NA,10.9,72.3,29.4,14,93.24050548,0.871940095,3.210172261,0.146629207,49.5875553
163.2,482.2,71233,8.7,40.1,39.2,41.1,"Hillsborough County, New Hampshire",2.55,51.4,12.9,31.8,40.4,14.9,76.7,25.2,12.7,90.78351965,2.388531878,3.608418405,0.934223164,51.98701098
173.1,507.6,62429,9.5,42.6,41.4,43.7,"Merrimack County, New Hampshire",2.49,51.5,10.9,29.9,49.9,9.3,76.3,28.3,13.1,94.9824123,1.181567546,1.635180834,0.407437085,53.12759016
172.2,518.8,79653,6.1,43.5,42.6,44.3,"Rockingham County, New Hampshire",2.51,56.8,13.5,30.9,NA,16.9,82.7,22.3,9,95.2281894,0.748145522,1.856484485,0.490291165,57.13535713
177.6,502.6,58577,11.8,37.2,36.1,38.3,"Strafford County, New Hampshire",2.48,46.8,6.1,23.5,NA,7.9,74.8,26.2,12.4,93.39362832,0.957907929,2.885697636,0.395935277,49.94167427
171.9,475.7,57142,10.4,45.1,44.4,46.3,"Sullivan County, New Hampshire",2.44,50.9,17.4,44,NA,6.6,69.6,33.3,15.6,96.40431204,0.519299872,0.883273444,0.442795873,49.85074627
179.5,505.5,54208,15.1,40.6,38.9,42,"Atlantic County, New Jersey",2.64,45.1,12.3,32.4,45.8,9.4,66.9,33.4,17.7,67.14492185,15.56381093,8.286488292,5.106835745,44.80543715
147.3,468.1,84309,7.6,41.5,40,42.9,"Bergen County, New Jersey",2.73,54.2,10.1,25,47.3,17.6,75.5,23.3,11.8,70.42738549,5.833882094,15.62164671,5.683611672,56.4163314
171.6,531.8,80479,7.2,41,39.2,42.6,"Burlington County, New Jersey",2.66,50.8,11.3,34.5,41.1,13,81.4,25.7,10.6,72.79982954,16.12030469,4.655137208,2.602118272,53.74561974
182.8,530.9,61685,13,38.3,36.6,40.1,"Camden County, New Jersey",2.71,44.7,13.1,33.2,NA,11.6,68.3,31.9,18.6,63.28325501,19.40984144,5.58595932,8.484212829,45.97396038
193.1,559.1,55409,13,48.3,46.7,49.9,"Cape May County, New Jersey",2.3,53.4,14.3,33.2,41.9,10.7,72.1,38.2,16.8,90.84703304,4.732529617,1.151296905,1.61160691,51.14075027
189.6,511.3,45438,19.5,36.9,35.6,38.8,"Cumberland County, New Jersey",2.86,39.6,17.6,40.9,NA,7.5,59.4,38.4,24,63.05218582,20.47441653,1.346833508,10.27796351,43.66264295
161.8,450.6,54603,16.7,36.9,35.4,38.4,"Essex County, New Jersey",2.77,39.1,13.7,29,NA,11.1,59.9,31.7,21.1,41.9237275,39.89456916,4.912652585,10.20503809,39.00426129
193.5,544.2,78983,8.2,39.6,38.2,40.8,"Gloucester County, New Jersey",2.74,51.7,10.6,30.4,48,10.9,78,26.2,12.8,81.98850836,10.11546755,2.995886985,2.231500045,55.37173438
152.6,399.5,57720,17.7,34.7,33.8,35.6,"Hudson County, New Jersey",2.63,41.5,12.8,25,NA,19.1,56.5,29.6,21.3,55.6263856,12.74804978,14.6299759,13.56028125,38.47522277
145.1,496.3,103876,4.7,45,43.5,46.1,"Hunterdon County, New Jersey",2.6,57.7,16.6,29.8,NA,15.1,87.5,20.5,7.1,91.06217822,2.581386139,3.628514851,1.268910891,62.07381821
